date,site,depth,plate,family,position,number,comment
01.09.15,Haapiti,18m,168,Autres,,0,
01.09.15,Haapiti,18m,169,Autres,,0,
01.09.15,Haapiti,18m,170,Autres,,0,
01.09.15,Haapiti,18m,171,Pocilloporidae,Dessous,1,
01.09.15,Haapiti,18m,172,Autres,,0,
01.09.15,Haapiti,18m,173,Autres,,0,
01.09.15,Haapiti,18m,174,Autres,,0,
01.09.15,Haapiti,18m,175,Autres,,0,
01.09.15,Haapiti,18m,176,Autres,,0,
01.09.15,Haapiti,18m,177,Autres,,0,
01.09.15,Haapiti,18m,178,Autres,,0,
01.09.15,Haapiti,18m,179,Autres,,0,
01.09.15,Haapiti,18m,180,Autres,,0,
01.12.15,Vaipahu,06m,1,Autres,,0,
01.12.15,Vaipahu,06m,2,Pocilloporidae,Bords,1,
01.12.15,Vaipahu,06m,3,Autres,,0,
01.12.15,Vaipahu,06m,4,Pocilloporidae,Bords,1,
01.12.15,Vaipahu,06m,4,Pocilloporidae,Dessous,3,
01.12.15,Vaipahu,06m,5,Pocilloporidae,Dessous,1,
01.12.15,Vaipahu,06m,6,Pocilloporidae,Dessous,1,
01.12.15,Vaipahu,06m,7,Pocilloporidae,Dessous,1,
01.12.15,Vaipahu,06m,7,Pocilloporidae,Dessus,1,
01.12.15,Vaipahu,06m,8,Autres,,0,
01.12.15,Vaipahu,06m,9,Pocilloporidae,Dessous,1,
01.12.15,Vaipahu,06m,9,Pocilloporidae,Dessus,1,
01.12.15,Vaipahu,06m,10,Autres,,0,
01.12.15,Vaipahu,06m,11,Pocilloporidae,Dessous,3,
01.12.15,Vaipahu,06m,12,Pocilloporidae,Dessous,1,
01.12.15,Vaipahu,06m,13,Pocilloporidae,Bords,1,
01.12.15,Vaipahu,06m,14,Acroporidae,Dessous,1,
01.12.15,Vaipahu,06m,14,Pocilloporidae,Bords,1,
01.12.15,Vaipahu,06m,14,Pocilloporidae,Dessous,3,
01.12.15,Vaipahu,06m,14,Pocilloporidae,Dessus,1,
01.12.15,Vaipahu,06m,15,Pocilloporidae,Bords,1,
01.12.15,Vaipahu,06m,16,Autres,,0,
01.12.15,Vaipahu,06m,17,Autres,,0,
01.12.15,Vaipahu,06m,18,Autres,,0,
01.12.15,Vaipahu,06m,19,Autres,,0,
01.12.15,Vaipahu,06m,20,Autres,,0,
01.12.15,Vaipahu,12m,21,Cassés,Dessous,1,
01.12.15,Vaipahu,12m,21,Poritidae,Dessous,1,
01.12.15,Vaipahu,12m,22,Pocilloporidae,Dessous,6,
01.12.15,Vaipahu,12m,23,Autres,,0,
01.12.15,Vaipahu,12m,24,Autres,,0,
01.12.15,Vaipahu,12m,25,Autres,,0,
01.12.15,Vaipahu,12m,26,Pocilloporidae,Dessous,2,
01.12.15,Vaipahu,12m,27,Autres,,0,
01.12.15,Vaipahu,12m,28,Autres,,0,
01.12.15,Vaipahu,12m,29,Autres,,0,
01.12.15,Vaipahu,12m,30,Pocilloporidae,Dessous,4,
01.12.15,Vaipahu,12m,31,Cassés,Bords,1,
01.12.15,Vaipahu,12m,32,Pocilloporidae,Bords,2,
01.12.15,Vaipahu,12m,32,Pocilloporidae,Dessous,1,
01.12.15,Vaipahu,12m,33,Autres,,0,
01.12.15,Vaipahu,12m,34,Autres,,0,
01.12.15,Vaipahu,12m,35,Autres,,0,
01.12.15,Vaipahu,12m,36,Pocilloporidae,Dessous,1,
01.12.15,Vaipahu,12m,37,Autres,,0,
01.12.15,Vaipahu,12m,38,Autres,,0,
01.12.15,Vaipahu,12m,39,Autres,,0,
01.12.15,Vaipahu,12m,40,Autres,,0,
01.12.15,Vaipahu,18m,41,Pocilloporidae,Dessous,1,
01.12.15,Vaipahu,18m,41,Pocilloporidae,Dessus,2,
01.12.15,Vaipahu,18m,42,Cassés,Dessous,2,
01.12.15,Vaipahu,18m,42,Pocilloporidae,Dessous,2,
01.12.15,Vaipahu,18m,43,Autres,,0,
01.12.15,Vaipahu,18m,44,Autres,,0,
01.12.15,Vaipahu,18m,45,Autres,,0,
01.12.15,Vaipahu,18m,46,Autres,,0,
01.12.15,Vaipahu,18m,47,Autres,,0,
01.12.15,Vaipahu,18m,48,Pocilloporidae,Bords,1,
01.12.15,Vaipahu,18m,49,Autres,,0,
01.12.15,Vaipahu,18m,50,Autres,,0,
01.12.15,Vaipahu,18m,51,Cassés,Dessous,1,
01.12.15,Vaipahu,18m,52,Pocilloporidae,Dessous,4,
01.12.15,Vaipahu,18m,53,Pocilloporidae,Dessous,1,
01.12.15,Vaipahu,18m,54,Autres,,0,
01.12.15,Vaipahu,18m,55,Autres,,0,
01.12.15,Vaipahu,18m,56,Autres,,0,
01.12.15,Vaipahu,18m,57,Pocilloporidae,Bords,1,
01.12.15,Vaipahu,18m,58,Pocilloporidae,Dessous,2,
01.12.15,Vaipahu,18m,59,Autres,,0,
01.12.15,Vaipahu,18m,60,Autres,,0,
01.12.15,Tiahura,06m,61,Pocilloporidae,Bords,1,
01.12.15,Tiahura,06m,62,Autres,,0,
01.12.15,Tiahura,06m,63,Autres,,0,
01.12.15,Tiahura,06m,64,Autres,,0,
01.12.15,Tiahura,06m,65,Autres,,0,
01.12.15,Tiahura,06m,66,Autres,,0,
01.12.15,Tiahura,06m,67,Pocilloporidae,Dessus,1,
01.12.15,Tiahura,06m,68,Autres,,0,
01.12.15,Tiahura,06m,69,Autres,,0,
01.12.15,Tiahura,06m,70,Autres,,0,
01.12.15,Tiahura,06m,71,Autres,,0,
01.12.15,Tiahura,06m,72,Autres,,0,
01.12.15,Tiahura,06m,73,Pocilloporidae,Dessus,2,
01.12.15,Tiahura,06m,74,Autres,,0,
01.12.15,Tiahura,06m,75,Autres,,0,
01.12.15,Tiahura,06m,76,Autres,,0,
01.12.15,Tiahura,06m,77,Pocilloporidae,Bords,1,
01.12.15,Tiahura,06m,78,Autres,,0,
01.12.15,Tiahura,06m,79,Pocilloporidae,Bords,1,
01.12.15,Tiahura,06m,80,Pocilloporidae,Dessus,1,
01.12.15,Tiahura,12m,81,Pocilloporidae,Dessous,1,
01.12.15,Tiahura,12m,82,Autres,,0,
01.12.15,Tiahura,12m,83,Pocilloporidae,Dessous,3,
01.12.15,Tiahura,12m,84,Pocilloporidae,Bords,2,
01.12.15,Tiahura,12m,85,Autres,,0,
01.12.15,Tiahura,12m,86,Pocilloporidae,Bords,1,
01.12.15,Tiahura,12m,87,Poritidae,Bords,1,
01.12.15,Tiahura,12m,88,Poritidae,Dessous,2,
01.12.15,Tiahura,12m,89,Autres,,0,
01.12.15,Tiahura,12m,90,Cassés,Dessus,1,
01.12.15,Tiahura,12m,91,Autres,,0,
01.12.15,Tiahura,12m,92,Autres,,0,
01.12.15,Tiahura,12m,93,Autres,,0,
01.12.15,Tiahura,12m,94,Pocilloporidae,Dessus,1,
01.12.15,Tiahura,12m,95,Autres,,0,
01.12.15,Tiahura,12m,96,Autres,,0,
01.12.15,Tiahura,12m,97,Autres,,0,
01.12.15,Tiahura,12m,98,Autres,,0,
01.12.15,Tiahura,12m,99,Autres,,0,
01.12.15,Tiahura,12m,100,Pocilloporidae,Dessous,3,
01.12.15,Tiahura,18m,101,Poritidae,Dessous,3,
01.12.15,Tiahura,18m,102,,,,Plaque absente
01.12.15,Tiahura,18m,103,Poritidae,Bords,1,
01.12.15,Tiahura,18m,103,Poritidae,Dessous,1,
01.12.15,Tiahura,18m,104,Autres,,0,
01.12.15,Tiahura,18m,105,Poritidae,Bords,3,
01.12.15,Tiahura,18m,106,Autres,,0,
01.12.15,Tiahura,18m,107,Autres,,0,
01.12.15,Tiahura,18m,108,Autres,,0,
01.12.15,Tiahura,18m,109,Autres,,0,
01.12.15,Tiahura,18m,110,Autres,,0,
01.12.15,Tiahura,18m,111,Autres,,0,
01.12.15,Tiahura,18m,112,Poritidae,Bords,1,
01.12.15,Tiahura,18m,113,Autres,,0,
01.12.15,Tiahura,18m,114,Pocilloporidae,Bords,2,
01.12.15,Tiahura,18m,115,Poritidae,Bords,1,
01.12.15,Tiahura,18m,116,Autres,,0,
01.12.15,Tiahura,18m,117,Autres,,0,
01.12.15,Tiahura,18m,118,Autres,,0,
01.12.15,Tiahura,18m,119,Pocilloporidae,Dessus,1,
01.12.15,Tiahura,18m,120,Poritidae,Dessous,1,
01.12.15,Haapiti,06m,121,Autres,,0,
01.12.15,Haapiti,06m,122,Pocilloporidae,Dessous,1,
01.12.15,Haapiti,06m,123,Autres,,0,
01.12.15,Haapiti,06m,124,Autres,,0,
01.12.15,Haapiti,06m,125,Autres,,0,
01.12.15,Haapiti,06m,126,Autres,,0,
01.12.15,Haapiti,06m,127,Autres,,0,
01.12.15,Haapiti,06m,128,Autres,,0,
01.12.15,Haapiti,06m,129,Autres,,0,
01.12.15,Haapiti,06m,130,,,,Plaque absente
01.12.15,Haapiti,06m,131,Autres,,0,
01.12.15,Haapiti,06m,132,Autres,,0,
01.12.15,Haapiti,06m,133,Autres,,0,
01.12.15,Haapiti,06m,134,Autres,,0,
01.12.15,Haapiti,06m,135,,,,Plaque absente
01.12.15,Haapiti,06m,136,Autres,,0,
01.12.15,Haapiti,06m,137,Autres,,0,
01.12.15,Haapiti,06m,138,Autres,,0,
01.12.15,Haapiti,06m,139,Autres,,0,
01.12.15,Haapiti,06m,140,Autres,,0,
01.12.15,Haapiti,12m,141,Autres,,0,
01.12.15,Haapiti,12m,142,Autres,,0,
01.12.15,Haapiti,12m,143,Autres,,0,
01.12.15,Haapiti,12m,144,Autres,,0,
01.12.15,Haapiti,12m,145,Autres,,0,
01.12.15,Haapiti,12m,146,Autres,,0,
01.12.15,Haapiti,12m,147,Pocilloporidae,Dessous,1,
01.12.15,Haapiti,12m,148,Autres,,0,
01.12.15,Haapiti,12m,149,Pocilloporidae,Dessous,1,
01.12.15,Haapiti,12m,150,Pocilloporidae,Dessus,1,
01.12.15,Haapiti,12m,151,Autres,,0,
01.12.15,Haapiti,12m,152,Autres,,0,
01.12.15,Haapiti,12m,153,Pocilloporidae,Dessus,1,
01.12.15,Haapiti,12m,154,Autres,,0,
01.12.15,Haapiti,12m,155,Autres,,0,
01.12.15,Haapiti,12m,156,Autres,,0,
01.12.15,Haapiti,12m,157,Pocilloporidae,Bords,1,
01.12.15,Haapiti,12m,158,Pocilloporidae,Dessous,2,
01.12.15,Haapiti,12m,159,Autres,,0,
01.12.15,Haapiti,12m,160,Autres,,0,
01.12.15,Haapiti,18m,161,Pocilloporidae,Dessus,1,
01.12.15,Haapiti,18m,162,Pocilloporidae,Dessous,1,
01.12.15,Haapiti,18m,163,Autres,,0,
01.12.15,Haapiti,18m,164,Pocilloporidae,Dessus,2,
01.12.15,Haapiti,18m,165,Pocilloporidae,Dessous,5,
01.12.15,Haapiti,18m,166,Autres,,0,
01.12.15,Haapiti,18m,167,Pocilloporidae,Dessous,7,
01.12.15,Haapiti,18m,168,Autres,,0,
01.12.15,Haapiti,18m,169,Autres,,0,
01.12.15,Haapiti,18m,170,Pocilloporidae,Bords,1,
01.12.15,Haapiti,18m,171,Autres,,0,
01.12.15,Haapiti,18m,172,Autres,,0,
01.12.15,Haapiti,18m,173,Autres,,0,
01.12.15,Haapiti,18m,174,Autres,,0,
01.12.15,Haapiti,18m,175,Pocilloporidae,Bords,1,
01.12.15,Haapiti,18m,175,Pocilloporidae,Dessous,3,
01.12.15,Haapiti,18m,176,Autres,,0,
01.12.15,Haapiti,18m,177,Autres,,0,
01.12.15,Haapiti,18m,178,Autres,,0,
01.12.15,Haapiti,18m,179,Autres,,0,
01.12.15,Haapiti,18m,180,Pocilloporidae,Dessus,2,
01.09.16,Vaipahu,06m,1,Autres,,0,
01.09.16,Vaipahu,06m,2,Autres,,0,
01.09.16,Vaipahu,06m,3,Poritidae,Dessous,1,
01.09.16,Vaipahu,06m,4,Autres,,0,
01.09.16,Vaipahu,06m,5,Autres,,0,
01.09.16,Vaipahu,06m,6,Autres,,0,
01.09.16,Vaipahu,06m,7,Autres,,0,
01.09.16,Vaipahu,06m,8,Autres,,0,
01.09.16,Vaipahu,06m,9,Autres,,0,
01.09.16,Vaipahu,06m,10,Autres,,0,
01.09.16,Vaipahu,06m,11,Autres,,0,
01.09.16,Vaipahu,06m,12,Autres,,0,
01.09.16,Vaipahu,06m,13,Autres,,0,
01.09.16,Vaipahu,06m,14,Autres,,0,
01.09.16,Vaipahu,06m,15,Autres,,0,
01.09.16,Vaipahu,06m,16,Autres,,0,
01.09.16,Vaipahu,06m,17,Autres,,0,
01.09.16,Vaipahu,06m,18,Autres,,0,
01.09.16,Vaipahu,06m,19,Autres,,0,
01.09.16,Vaipahu,06m,20,Pocilloporidae,Dessous,1,
01.09.16,Vaipahu,12m,21,Autres,,0,
01.09.16,Vaipahu,12m,22,Autres,,0,
01.09.16,Vaipahu,12m,23,Autres,,0,
01.09.16,Vaipahu,12m,24,Poritidae,Dessous,2,
01.09.16,Vaipahu,12m,25,Autres,,0,
01.09.16,Vaipahu,12m,26,Autres,,0,
01.09.16,Vaipahu,12m,27,Autres,,0,
01.09.16,Vaipahu,12m,28,Autres,,0,
01.09.16,Vaipahu,12m,29,Autres,,0,
01.09.16,Vaipahu,12m,30,Autres,,0,
01.09.16,Vaipahu,12m,31,Poritidae,Dessus,1,
01.09.16,Vaipahu,12m,32,Autres,,0,
01.09.16,Vaipahu,12m,33,Autres,,0,
01.09.16,Vaipahu,12m,34,Autres,,0,
01.09.16,Vaipahu,12m,35,Autres,,0,
01.09.16,Vaipahu,12m,36,Autres,,0,
01.09.16,Vaipahu,12m,37,Autres,,0,
01.09.16,Vaipahu,12m,38,Autres,,0,
01.09.16,Vaipahu,12m,39,Autres,,0,
01.09.16,Vaipahu,12m,40,Autres,,0,
01.09.16,Vaipahu,18m,41,Autres,,0,
01.09.16,Vaipahu,18m,42,Acroporidae,Dessous,1,
01.09.16,Vaipahu,18m,43,Autres,,0,
01.09.16,Vaipahu,18m,44,Autres,,0,
01.09.16,Vaipahu,18m,45,Autres,,0,
01.09.16,Vaipahu,18m,46,Autres,,0,
01.09.16,Vaipahu,18m,47,Autres,,0,
01.09.16,Vaipahu,18m,48,Autres,,0,
01.09.16,Vaipahu,18m,49,Autres,,0,
01.09.16,Vaipahu,18m,50,Autres,,0,
01.09.16,Vaipahu,18m,51,Autres,,0,
01.09.16,Vaipahu,18m,52,Autres,,0,
01.09.16,Vaipahu,18m,53,Autres,,0,
01.09.16,Vaipahu,18m,54,Autres,,0,
01.09.16,Vaipahu,18m,55,Autres,,0,
01.09.16,Vaipahu,18m,56,Autres,,0,
01.09.16,Vaipahu,18m,57,Autres,,0,
01.09.16,Vaipahu,18m,58,Autres,,0,
01.09.16,Vaipahu,18m,59,Autres,,0,
01.09.16,Vaipahu,18m,60,Autres,,0,
01.09.16,Tiahura,06m,61,Cassés,Dessous,1,
01.09.16,Tiahura,06m,62,Acroporidae,Dessous,2,
01.09.16,Tiahura,06m,63,Autres,,0,
01.09.16,Tiahura,06m,64,Autres,,0,
01.09.16,Tiahura,06m,65,Autres,,0,
01.09.16,Tiahura,06m,66,Autres,,0,
01.09.16,Tiahura,06m,67,Autres,,0,
01.09.16,Tiahura,06m,68,Autres,,0,
01.09.16,Tiahura,06m,69,Autres,,0,
01.09.16,Tiahura,06m,70,Autres,,0,
01.09.16,Tiahura,06m,71,Autres,,0,
01.09.16,Tiahura,06m,72,Autres,,0,
01.09.16,Tiahura,06m,73,Autres,,0,
01.09.16,Tiahura,06m,74,Autres,,0,
01.09.16,Tiahura,06m,75,Acroporidae,Bords,1,
01.09.16,Tiahura,06m,76,Autres,,0,
01.09.16,Tiahura,06m,77,Autres,,0,
01.09.16,Tiahura,06m,78,Autres,,0,
01.09.16,Tiahura,06m,79,Autres,,0,
01.09.16,Tiahura,06m,80,Autres,,0,
01.09.16,Tiahura,12m,81,Autres,,0,
01.09.16,Tiahura,12m,82,Autres,,0,
01.09.16,Tiahura,12m,83,Poritidae,Dessous,1,
01.09.16,Tiahura,12m,84,Autres,,0,
01.09.16,Tiahura,12m,85,Autres,,1,
01.09.16,Tiahura,12m,86,Autres,,0,
01.09.16,Tiahura,12m,87,Autres,,1,
01.09.16,Tiahura,12m,88,Poritidae,Dessous,2,
01.09.16,Tiahura,12m,89,Poritidae,Bords,1,
01.09.16,Tiahura,12m,90,Poritidae,Dessous,1,
01.09.16,Tiahura,12m,91,Poritidae,Dessous,3,
01.09.16,Tiahura,12m,92,Autres,,0,
01.09.16,Tiahura,12m,93,Autres,,0,
01.09.16,Tiahura,12m,94,Autres,,0,
01.09.16,Tiahura,12m,95,Poritidae,Dessous,2,
01.09.16,Tiahura,12m,96,Poritidae,Dessous,2,
01.09.16,Tiahura,12m,97,Autres,,0,
01.09.16,Tiahura,12m,98,Pocilloporidae,Dessous,1,
01.09.16,Tiahura,12m,98,Poritidae,Bords,1,
01.09.16,Tiahura,12m,99,Acroporidae,Dessous,1,
01.09.16,Tiahura,12m,100,Autres,,0,
01.09.16,Tiahura,18m,101,Autres,,0,
01.09.16,Tiahura,18m,102,Poritidae,Dessous,2,
01.09.16,Tiahura,18m,103,Autres,,0,
01.09.16,Tiahura,18m,104,Pocilloporidae,Dessous,1,
01.09.16,Tiahura,18m,104,Poritidae,Dessous,2,
01.09.16,Tiahura,18m,105,Poritidae,Dessous,4,
01.09.16,Tiahura,18m,106,Autres,,0,
01.09.16,Tiahura,18m,107,Autres,,0,
01.09.16,Tiahura,18m,108,Autres,,0,
01.09.16,Tiahura,18m,109,Pocilloporidae,Bords,1,
01.09.16,Tiahura,18m,110,Autres,,0,
01.09.16,Tiahura,18m,111,Acroporidae,Bords,1,
01.09.16,Tiahura,18m,112,Poritidae,Bords,1,
01.09.16,Tiahura,18m,113,Autres,,0,
01.09.16,Tiahura,18m,114,Acroporidae,Bords,1,
01.09.16,Tiahura,18m,115,Autres,,0,
01.09.16,Tiahura,18m,116,Poritidae,Dessous,2,
01.09.16,Tiahura,18m,117,Autres,,0,
01.09.16,Tiahura,18m,118,Autres,,0,
01.09.16,Tiahura,18m,119,Poritidae,Dessous,3,
01.09.16,Tiahura,18m,120,Autres,,0,
01.09.16,Haapiti,06m,121,Autres,,0,
01.09.16,Haapiti,06m,122,Autres,,0,
01.09.16,Haapiti,06m,123,Autres,,0,
01.09.16,Haapiti,06m,124,Autres,,0,
01.09.16,Haapiti,06m,125,Autres,,0,
01.09.16,Haapiti,06m,126,Autres,,0,
01.09.16,Haapiti,06m,127,Autres,,0,
01.09.16,Haapiti,06m,128,Autres,,0,
01.09.16,Haapiti,06m,129,Autres,,0,
01.09.16,Haapiti,06m,130,Autres,,0,
01.09.16,Haapiti,06m,131,Autres,,0,
01.09.16,Haapiti,06m,132,Autres,,0,
01.09.16,Haapiti,06m,133,Autres,,0,
01.09.16,Haapiti,06m,134,Autres,,0,
01.09.16,Haapiti,06m,135,Autres,,0,
01.09.16,Haapiti,06m,136,Autres,,0,
01.09.16,Haapiti,06m,137,Autres,,0,
01.09.16,Haapiti,06m,138,Autres,,0,
01.09.16,Haapiti,06m,139,Autres,,0,
01.09.16,Haapiti,06m,140,Autres,,0,
01.09.16,Haapiti,12m,141,Autres,,0,
01.09.16,Haapiti,12m,142,Autres,,0,
01.09.16,Haapiti,12m,143,Cassés,Dessous,1,
01.09.16,Haapiti,12m,144,Autres,,0,
01.09.16,Haapiti,12m,145,Autres,,0,
01.09.16,Haapiti,12m,146,Autres,,0,
01.09.16,Haapiti,12m,147,Autres,,0,
01.09.16,Haapiti,12m,148,Poritidae,Dessous,2,
01.09.16,Haapiti,12m,149,Autres,,0,
01.09.16,Haapiti,12m,150,Autres,,0,
01.09.16,Haapiti,12m,151,Autres,,0,
01.09.16,Haapiti,12m,152,Autres,,0,
01.09.16,Haapiti,12m,153,Autres,,0,
01.09.16,Haapiti,12m,154,Autres,,0,
01.09.16,Haapiti,12m,155,Autres,,0,
01.09.16,Haapiti,12m,156,Autres,,0,
01.09.16,Haapiti,12m,157,Autres,,0,
01.09.16,Haapiti,12m,158,Autres,,0,
01.09.16,Haapiti,12m,159,Autres,,0,
01.09.16,Haapiti,12m,160,Autres,,0,
01.09.16,Haapiti,18m,161,Autres,,0,
01.09.16,Haapiti,18m,162,Autres,,0,
01.09.16,Haapiti,18m,163,Autres,,0,
01.09.16,Haapiti,18m,164,Autres,,0,
01.09.16,Haapiti,18m,165,Autres,,0,
01.09.16,Haapiti,18m,166,Autres,,0,
01.09.16,Haapiti,18m,167,Autres,,0,
01.09.16,Haapiti,18m,168,Autres,,0,
01.09.16,Haapiti,18m,169,Autres,,0,
01.09.16,Haapiti,18m,170,Autres,,0,
01.09.16,Haapiti,18m,171,Autres,,0,
01.09.16,Haapiti,18m,172,Autres,,0,
01.09.16,Haapiti,18m,173,Autres,,0,
01.09.16,Haapiti,18m,174,Autres,,0,
01.09.16,Haapiti,18m,175,Autres,,0,
01.09.16,Haapiti,18m,176,Autres,,0,
01.09.16,Haapiti,18m,177,Autres,,0,
01.09.16,Haapiti,18m,178,Autres,,0,
01.09.16,Haapiti,18m,179,Autres,,0,
01.09.16,Haapiti,18m,180,Autres,,0,
01.12.16,Vaipahu,06m,1,Pocilloporidae,Dessous,1,
01.12.16,Vaipahu,06m,1,Pocilloporidae,dessus,1,
01.12.16,Vaipahu,06m,2,Autres,,0,
01.12.16,Vaipahu,06m,3,Autres,,0,
01.12.16,Vaipahu,06m,4,Autres,,0,
01.12.16,Vaipahu,06m,5,Autres,,0,
01.12.16,Vaipahu,06m,6,Cassés,Dessous,1,
01.12.16,Vaipahu,06m,6,Pocilloporidae,Dessous,1,
01.12.16,Vaipahu,06m,7,Autres,,0,
01.12.16,Vaipahu,06m,8,Autres,,0,
01.12.16,Vaipahu,06m,9,Cassés,Bords,1,
01.12.16,Vaipahu,06m,9,Pocilloporidae,Bords,1,
01.12.16,Vaipahu,06m,9,Pocilloporidae,Dessous,5,
01.12.16,Vaipahu,06m,9,Poritidae,Dessous,1,
01.12.16,Vaipahu,06m,10,Pocilloporidae,Bords,1,
01.12.16,Vaipahu,06m,10,Pocilloporidae,Dessous,1,
01.12.16,Vaipahu,06m,11,Autres,,0,
01.12.16,Vaipahu,06m,12,Pocilloporidae,Bords,1,
01.12.16,Vaipahu,06m,13,Autres,,0,
01.12.16,Vaipahu,06m,14,Pocilloporidae,Bords,5,
01.12.16,Vaipahu,06m,14,Pocilloporidae,Dessous,1,
01.12.16,Vaipahu,06m,15,Pocilloporidae,Bords,1,
01.12.16,Vaipahu,06m,16,Autres,,0,
01.12.16,Vaipahu,06m,17,Autres,,0,
01.12.16,Vaipahu,06m,18,Pocilloporidae,Dessous,1,
01.12.16,Vaipahu,06m,19,Autres,,0,
01.12.16,Vaipahu,06m,20,Autres,,0,
01.12.16,Vaipahu,12m,21,Autres,,0,
01.12.16,Vaipahu,12m,22,Cassés,Dessous,2,
01.12.16,Vaipahu,12m,22,Pocilloporidae,Bords,1,
01.12.16,Vaipahu,12m,22,Pocilloporidae,Dessous,1,
01.12.16,Vaipahu,12m,23,Autres,,0,
01.12.16,Vaipahu,12m,24,Pocilloporidae,Dessous,2,
01.12.16,Vaipahu,12m,25,Autres,,0,
01.12.16,Vaipahu,12m,26,Autres,,0,
01.12.16,Vaipahu,12m,27,Pocilloporidae,Bords,1,
01.12.16,Vaipahu,12m,28,Autres,,0,
01.12.16,Vaipahu,12m,29,Autres,,0,
01.12.16,Vaipahu,12m,30,Autres,,0,
01.12.16,Vaipahu,12m,31,Poritidae,Bords,1,
01.12.16,Vaipahu,12m,32,Autres,,0,
01.12.16,Vaipahu,12m,33,Pocilloporidae,Dessous,1,
01.12.16,Vaipahu,12m,34,Autres,,0,
01.12.16,Vaipahu,12m,35,Cassés,Bords,1,
01.12.16,Vaipahu,12m,35,Pocilloporidae,Bords,2,
01.12.16,Vaipahu,12m,36,Pocilloporidae,Dessous,2,
01.12.16,Vaipahu,12m,37,Autres,,0,
01.12.16,Vaipahu,12m,38,Autres,,0,
01.12.16,Vaipahu,12m,39,Acroporidae,Dessous,2,
01.12.16,Vaipahu,12m,39,Pocilloporidae,Dessous,1,
01.12.16,Vaipahu,12m,40,Autres,,0,
01.12.16,Vaipahu,18m,41,Autres,,0,
01.12.16,Vaipahu,18m,42,Autres,,0,
01.12.16,Vaipahu,18m,43,,,,Plaque absente
01.12.16,Vaipahu,18m,44,Autres,,0,
01.12.16,Vaipahu,18m,45,Autres,,0,
01.12.16,Vaipahu,18m,46,Acroporidae,Dessous,1,
01.12.16,Vaipahu,18m,46,Pocilloporidae,Dessous,2,
01.12.16,Vaipahu,18m,47,Pocilloporidae,Dessous,2,
01.12.16,Vaipahu,18m,48,Pocilloporidae,Dessous,1,
01.12.16,Vaipahu,18m,49,Autres,,0,
01.12.16,Vaipahu,18m,50,Autres,,0,
01.12.16,Vaipahu,18m,51,Poritidae,Bords,1,
01.12.16,Vaipahu,18m,52,Autres,,0,
01.12.16,Vaipahu,18m,53,Cassés,Dessous,1,
01.12.16,Vaipahu,18m,54,Cassés,Bords,1,
01.12.16,Vaipahu,18m,54,Pocilloporidae,Dessous,2,
01.12.16,Vaipahu,18m,55,Pocilloporidae,Dessous,2,
01.12.16,Vaipahu,18m,56,Pocilloporidae,Dessous,1,
01.12.16,Vaipahu,18m,57,Cassés,Dessous,1,
01.12.16,Vaipahu,18m,58,Pocilloporidae,Dessous,1,
01.12.16,Vaipahu,18m,59,Autres,,0,
01.12.16,Vaipahu,18m,60,Cassés,Bords,1,
01.12.16,Tiahura,06m,61,Pocilloporidae,Bords,2,
01.12.16,Tiahura,06m,62,Pocilloporidae,Bords,2,
01.12.16,Tiahura,06m,62,Pocilloporidae,Dessous,2,
01.12.16,Tiahura,06m,63,Pocilloporidae,Bords,1,
01.12.16,Tiahura,06m,64,Pocilloporidae,Dessous,1,
01.12.16,Tiahura,06m,65,Cassés,Bords,2,
01.12.16,Tiahura,06m,65,Pocilloporidae,Dessous,1,
01.12.16,Tiahura,06m,66,Pocilloporidae,Bords,1,
01.12.16,Tiahura,06m,66,Pocilloporidae,Dessous,1,
01.12.16,Tiahura,06m,67,Autres,,0,
01.12.16,Tiahura,06m,68,Autres,,0,
01.12.16,Tiahura,06m,69,Autres,,0,
01.12.16,Tiahura,06m,70,Acroporidae,Bords,1,
01.12.16,Tiahura,06m,70,Pocilloporidae,Dessous,1,
01.12.16,Tiahura,06m,71,Autres,,0,
01.12.16,Tiahura,06m,72,Pocilloporidae,Bords,1,
01.12.16,Tiahura,06m,73,Pocilloporidae,Bords,3,
01.12.16,Tiahura,06m,74,Autres,,0,
01.12.16,Tiahura,06m,75,Autres,,0,
01.12.16,Tiahura,06m,76,Autres,,0,
01.12.16,Tiahura,06m,77,Autres,,0,
01.12.16,Tiahura,06m,78,Cassés,Bords,1,
01.12.16,Tiahura,06m,78,Pocilloporidae,Bords,1,
01.12.16,Tiahura,06m,79,Pocilloporidae,Dessous,1,
01.12.16,Tiahura,06m,80,Pocilloporidae,Bords,2,
01.12.16,Tiahura,12m,81,Autres,,0,
01.12.16,Tiahura,12m,82,Autres,,0,
01.12.16,Tiahura,12m,83,Autres,,0,
01.12.16,Tiahura,12m,84,Pocilloporidae,Bords,1,
01.12.16,Tiahura,12m,85,Autres,,0,
01.12.16,Tiahura,12m,86,Autres,,0,
01.12.16,Tiahura,12m,87,Pocilloporidae,Dessous,2,
01.12.16,Tiahura,12m,87,Poritidae,Dessous,2,
01.12.16,Tiahura,12m,88,Poritidae,Dessous,2,
01.12.16,Tiahura,12m,89,Autres,,0,
01.12.16,Tiahura,12m,90,Autres,,0,
01.12.16,Tiahura,12m,91,Autres,,0,
01.12.16,Tiahura,12m,92,Pocilloporidae,Dessous,1,
01.12.16,Tiahura,12m,92,Pocilloporidae,Dessus,2,
