"site","quadrat","ID","spec_1","ID_1","area_1","spec_2","ID_2","area_2","state","rel_change","dia","comparison"
"E2B","20","34","Acropora","42  ",4.89,"Acropora","25  ",54.66,"survived",10.1779141104294,2.49522371216589,"2016_2018"
"E2B","3","0","Pocillopora","0",57.09,NA,"",0,"died",NA,8.52579882526737,"2016_2018"
"E2B","3","1","Pocillopora","1",69.03,NA,"",0,"died",NA,9.37505870771316,"2016_2018"
"E2B","3","2","Pocillopora","2",174.7,NA,"",0,"died",NA,14.9142531983748,"2016_2018"
"E2B","3","3","Pocillopora","3",31.75,NA,"",0,"died",NA,6.35809370372452,"2016_2018"
"E2B","3","4","Pocillopora","4",244.67,"Pocillopora","7  ",481.81,"survived",0.969223852536069,17.6500288784566,"2016_2018"
"E2B","3","5","Pocillopora","5",5.36,NA,"",0,"died",NA,2.61238664056079,"2016_2018"
"E2B","3","6","Pocillopora","6",49.47,NA,"",0,"died",NA,7.936445065522,"2016_2018"
"E2B","3","7","Pocillopora","7",38.88,"Pocillopora","8  ",56.5,"survived",0.453189300411523,7.03587617140205,"2016_2018"
"E2B","3","8","Pocillopora","8",128,"Pocillopora","0  1  ",172.43,"survived",0.347109375,12.7661529728458,"2016_2018"
"E2B","3","9","Pocillopora","9",55.97,NA,"",0,"died",NA,8.44175439815842,"2016_2018"
"E2B","3","10","Pocillopora","10",43.99,NA,"",0,"died",NA,7.48397004088738,"2016_2018"
"E2B","3","11","Pocillopora","11",4.06,NA,"",0,"died",NA,2.27362102198778,"2016_2018"
"E2B","3","12","Pocillopora","12",123.55,NA,"",0,"died",NA,12.5422783317876,"2016_2018"
"E2B","3","13","Pocillopora","13",51.06,NA,"",0,"died",NA,8.06297780935663,"2016_2018"
"E2B","3","14","Pocillopora","14",13.11,NA,"",0,"died",NA,4.08560527112911,"2016_2018"
"E2B","3","15","Pocillopora","15",75.53,"Pocillopora","22  ",23.35,"survived",-0.690851317357341,9.80651736417403,"2016_2018"
"E2B","3","16","Pocillopora","16",6.05,NA,"",0,"died",NA,2.77544577422218,"2016_2018"
"E2B","3","17","Pocillopora","17",3.44,NA,"",0,"died",NA,2.0928315827818,"2016_2018"
"E2B","3","18","Pocillopora","18",18.9,NA,"",0,"died",NA,4.90553028687976,"2016_2018"
"E2B","3","19","Pocillopora","19",52.04,NA,"",0,"died",NA,8.13998684937622,"2016_2018"
"E2B","3","20","Pocillopora","20",1.16,NA,"",0,"died",NA,1.2153015559493,"2016_2018"
"E2B","3","21","Pocillopora","21",184.63,"Pocillopora","11  12  ",56.34,"survived",-0.69484915777501,15.3322606664658,"2016_2018"
"E2B","3","22","Pocillopora","22",21.72,NA,"",0,"died",NA,5.25877960287819,"2016_2018"
"E2B","3","23","Pocillopora","23",249.64,"Pocillopora","13  17  ",368.79,"survived",0.477287293702932,17.8283908401091,"2016_2018"
"E2B","3","24","Pocillopora","24",77.36,"Pocillopora","14  ",174.34,"survived",1.25361944157187,9.92460634890433,"2016_2018"
"E2B","3","25","Acropora","25",13.76,"Acropora","6  ",25.97,"survived",0.887354651162791,4.18566316556359,"2016_2018"
"E2B","3","26","Pocillopora","26",70.31,"Pocillopora","10  ",100.12,"survived",0.423979519271796,9.46157874724558,"2016_2018"
"E2B","3","27","Pocillopora","27",65.8,"Pocillopora","9  ",113.65,"survived",0.727203647416414,9.15309576283203,"2016_2018"
"E2B","3","28","Pocillopora","28",65.83,"Pocillopora","5  ",94.83,"survived",0.440528634361234,9.15518209703749,"2016_2018"
"E2B","3","29","Acropora","29",42.98,"Acropora","15  ",193.43,"survived",3.50046533271289,7.397556058099,"2016_2018"
"E2B","3","30","Pocillopora","30",54.36,"Pocillopora","4  ",102.3,"survived",0.881898454746137,8.31945320629928,"2016_2018"
"E2B","3","31","Pocillopora","31",81.27,"Pocillopora","2  19  20  21  ",146.12,"survived",0.797957425864403,10.1723241100855,"2016_2018"
"E2B","3","32","Pocillopora","32",4.36,NA,"",0,"died",NA,2.35612487254927,"2016_2018"
"E2B","3","33","Pocillopora","33",6.6,NA,"",0,"died",NA,2.89885856765246,"2016_2018"
"E2B","3","34","Pocillopora","34",79.36,"Pocillopora","3  ",100.21,"survived",0.262726814516129,10.0520789029027,"2016_2018"
"E2B","3","35","Acropora","35",1.77,NA,"",0,"died",NA,1.50121084268041,"2016_2018"
"E2B","3","36","Pocillopora","36",7.83,NA,"",0,"died",NA,3.15744606213255,"2016_2018"
"E2B","4","0","Pocillopora","0",170.9,"Pocillopora","1",261.15,"survived",0.528086600351082,14.7511571815651,"2016_2018"
"E2B","4","1","Pocillopora","1",61.64,"Pocillopora","2",39.85,"survived",-0.353504218040234,8.85903411989566,"2016_2018"
"E2B","4","2","Pocillopora","2",29.2,NA,NA,0,"died",NA,6.09742525220824,"2016_2018"
"E2B","4","3","Pocillopora","4",3.62,NA,NA,0,"died",NA,2.14688778280125,"2016_2018"
"E2B","4","4","Pocillopora","5",68.38,NA,NA,0,"died",NA,9.33081561649304,"2016_2018"
"E2B","4","5","Pocillopora","6",72.21,"Pocillopora","4",189.24,"survived",1.62068965517241,9.58856754292976,"2016_2018"
"E2B","4","6","Pocillopora","7",42.76,NA,NA,0,"died",NA,7.3785989817089,"2016_2018"
"E2B","4","7","Pocillopora","8",12.27,NA,NA,0,"died",NA,3.95254971049074,"2016_2018"
"E2B","4","8","Pocillopora","9",214.27,"Pocillopora","5",468.94,"survived",1.18854716012508,16.5171740092064,"2016_2018"
"E2B","4","9","Pocillopora","10",15.48,NA,NA,0,"died",NA,4.43956621219915,"2016_2018"
"E2B","4","10","Pocillopora","11",85.44,NA,NA,0,"died",NA,10.4300329195153,"2016_2018"
"E2B","4","11","Acropora","12",28.37,"Acropora","6",52.85,"survived",0.862883327458583,6.01014191880163,"2016_2018"
"E2B","4","12","Pocillopora","13",58.05,NA,NA,0,"died",NA,8.59718300211623,"2016_2018"
"E2B","4","13","Pocillopora","14",21.36,NA,NA,0,"died",NA,5.21501645975764,"2016_2018"
"E2B","4","14","Pocillopora","15",208.98,"Pocillopora","8",264.35,"survived",0.264953584075031,16.3120078487829,"2016_2018"
"E2B","4","15","Pocillopora","16",66.23,"Pocillopora","7",71.47,"survived",0.0791182243696209,9.18295459249417,"2016_2018"
"E2B","4","16","Pocillopora","17",27.98,"Pocillopora","15",38.62,"survived",0.380271622587562,5.96868850432738,"2016_2018"
"E2B","4","17","Pocillopora","18",14.94,NA,NA,0,"died",NA,4.36144457701154,"2016_2018"
"E2B","4","18","Pocillopora","19",108.38,NA,NA,0,"died",NA,11.7470720547035,"2016_2018"
"E2B","4","19","Pocillopora","20",100.27,NA,NA,0,"died",NA,11.2990145212136,"2016_2018"
"E2B","4","20","Acropora","21",149.8,NA,NA,0,"died",NA,13.810549728426,"2016_2018"
"E2B","4","21","Pocillopora","22",6.58,NA,NA,0,"died",NA,2.89446302521856,"2016_2018"
"E2B","4","22","Pocillopora","23",427.05,"Pocillopora","0",968.52,"survived",1.26793115560239,23.3181677577624,"2016_2018"
"E2B","4","23","Pocillopora","26",14.41,NA,NA,0,"died",NA,4.28338439083322,"2016_2018"
"E2B","4","24","Pocillopora","27",21.74,NA,NA,0,"died",NA,5.26120021502151,"2016_2018"
"E2B","4","25","Pocillopora","28",145.44,NA,NA,0,"died",NA,13.6080843393287,"2016_2018"
"E2B","4","26","Pocillopora","29",159.09,"Pocillopora","13",267.58,"survived",0.681941039663084,14.2323462286412,"2016_2018"
"E2B","4","27","Acropora","30",182.35,"Acropora","12",161.68,"survived",-0.113353441184535,15.237297364771,"2016_2018"
"E2B","4","28","Pocillopora","31",79.05,NA,NA,0,"died",NA,10.032426725938,"2016_2018"
"E2B","4","29","Pocillopora","32",3.44,NA,NA,0,"died",NA,2.0928315827818,"2016_2018"
"E2B","4","30","Pocillopora","33",80.34,NA,NA,0,"died",NA,10.1139539757714,"2016_2018"
"E2B","4","31","Pocillopora","34",4.16,NA,NA,0,"died",NA,2.30145095670064,"2016_2018"
"E2B","4","32","Pocillopora","37",42.56,"Pocillopora","18",41.12,"survived",-0.0338345864661655,7.36132291262437,"2016_2018"
"E2B","4","33","Pocillopora","38",78.89,NA,NA,0,"died",NA,10.0222685897035,"2016_2018"
"E2B","4","34","Pocillopora","39",331.13,"Pocillopora","10",252.22,"survived",-0.238305197354513,20.5330906209502,"2016_2018"
"E2B","4","35","Acropora","40",42.33,"Acropora","11",48.25,"survived",0.139853531774155,7.34140517398675,"2016_2018"
"E2B","4","36","Pocillopora","41",19.11,"Pocillopora","9",61.42,"survived",2.21402407116693,4.93270794796215,"2016_2018"
"E2B","4","37","Pocillopora","42",57.52,"Pocillopora","14",87.32,"survived",0.51808066759388,8.55784661075241,"2016_2018"
"E2B","4","38","Pocillopora","43",38.89,NA,NA,0,"died",NA,7.03678093269575,"2016_2018"
"E2B","4","39","Pocillopora","44",146.42,NA,NA,0,"died",NA,13.6538541862773,"2016_2018"
"E2B","4","40","Pocillopora","45",4.13,NA,NA,0,"died",NA,2.29313744022381,"2016_2018"
"E2B","4","41","Pocillopora","46",9.17,NA,NA,0,"died",NA,3.41695868064298,"2016_2018"
"E2B","4","42","Pocillopora","47",139.33,NA,NA,0,"died",NA,13.3191766174922,"2016_2018"
"E2B","5","0","Pocillopora","0  4  ",94.3,"Pocillopora","7  8  ",172.41,"survived",0.82831389183457,10.9574855267313,"2016_2018"
"E2B","5","1","Pocillopora","1  3  ",90,"Pocillopora","1  ",129.22,"survived",0.435777777777778,10.7047446969166,"2016_2018"
"E2B","5","2","Pocillopora","2  ",37.42,"Pocillopora","2  ",36.29,"survived",-0.0301977552111171,6.90250851241705,"2016_2018"
"E2B","5","3","Pocillopora","5  ",1.8,"Pocillopora","37  ",20.44,"survived",10.3555555555556,1.5138795132121,"2016_2018"
"E2B","5","4","Pocillopora","6  ",5.47,NA,"",0,"died",NA,2.6390567083148,"2016_2018"
"E2B","5","5","Pocillopora","7  ",21.26,"Pocillopora","22  ",73.83,"survived",2.47271872060207,5.2027947029524,"2016_2018"
"E2B","5","6","Pocillopora","8  ",14.53,"Pocillopora","30  ",37.93,"survived",1.61046111493462,4.30118246357928,"2016_2018"
"E2B","5","7","Pocillopora","11  ",39.99,"Pocillopora","6  ",56.05,"survived",0.401600400100025,7.13560434679216,"2016_2018"
"E2B","5","8","Pocillopora","12  ",153.01,"Pocillopora","5  ",266.25,"survived",0.740082347558983,13.9577355878354,"2016_2018"
"E2B","5","9","Pocillopora","13  ",38.57,"Pocillopora","4  ",38.12,"survived",-0.0116670987814364,7.00777063269306,"2016_2018"
"E2B","5","10","Pocillopora","14  ",40.31,NA,"",0,"died",NA,7.16409701555433,"2016_2018"
"E2B","5","11","Pocillopora","15  ",25.66,NA,"",0,"died",NA,5.71588372151711,"2016_2018"
"E2B","5","12","Pocillopora","16  ",35.84,NA,"",0,"died",NA,6.7552131930316,"2016_2018"
"E2B","5","13","Pocillopora","17  ",21.75,NA,"",0,"died",NA,5.26241010355424,"2016_2018"
"E2B","5","14","Pocillopora","18  ",33.8,NA,"",0,"died",NA,6.56014455725242,"2016_2018"
"E2B","5","15","Pocillopora","19  ",14.13,NA,"",0,"died",NA,4.24156513177717,"2016_2018"
"E2B","5","16","Pocillopora","20  ",33,"Pocillopora","41  ",41.44,"survived",0.255757575757576,6.48204481442857,"2016_2018"
"E2B","5","17","Pocillopora","21  ",68.3,"Pocillopora","16  ",113.9,"survived",0.667642752562226,9.32535580583452,"2016_2018"
"E2B","5","18","Pocillopora","22  ",16.93,NA,"",0,"died",NA,4.64283808595199,"2016_2018"
"E2B","5","19","Pocillopora","23  ",43.67,"Pocillopora","15  ",29.63,"survived",-0.321502175406458,7.45669973370154,"2016_2018"
"E2B","5","20","Pocillopora","24  ",57.78,NA,"",0,"died",NA,8.57716625085452,"2016_2018"
"E2B","5","21","Pocillopora","25  ",36.5,"Pocillopora","17  ",32.29,"survived",-0.115342465753425,6.81712867583072,"2016_2018"
"E2B","5","22","Pocillopora","26  ",22.73,NA,"",0,"died",NA,5.37965936206283,"2016_2018"
"E2B","5","23","Pocillopora","27  ",49.07,NA,"",0,"died",NA,7.90429405197924,"2016_2018"
"E2B","5","24","Pocillopora","28  ",99.84,"Pocillopora","12  ",125.88,"survived",0.260817307692308,11.2747610239135,"2016_2018"
"E2B","5","25","Pocillopora","29  ",39.2,NA,"",0,"died",NA,7.06477106165645,"2016_2018"
"E2B","5","26","Acropora","33  ",69.93,"Acropora","11  ",83.41,"survived",0.192764192764193,9.43597590942929,"2016_2018"
"E2B","5","27","Pocillopora","34  ",50.74,"Pocillopora","13  ",80.13,"survived",0.579227433977138,8.03767220654476,"2016_2018"
"E2B","5","28","Pocillopora","35  ",14.19,"Pocillopora","36  ",33.66,"survived",1.37209302325581,4.2505610382386,"2016_2018"
"E2B","5","29","Pocillopora","36  ",37.35,NA,"",0,"died",NA,6.89604937597305,"2016_2018"
"E2B","5","30","Pocillopora","37  ",3.22,NA,"",0,"died",NA,2.02480402361493,"2016_2018"
"E2B","5","31","Pocillopora","38  ",14.64,"Pocillopora","38  ",44.72,"survived",2.05464480874317,4.31743291029783,"2016_2018"
"E2B","5","32","Pocillopora","39  ",46.59,NA,"",0,"died",NA,7.70196276212832,"2016_2018"
"E2B","5","33","Pocillopora","40  ",44.66,"Pocillopora","34  ",82.29,"survived",0.842588446036722,7.54074784539785,"2016_2018"
"E2B","5","34","Pocillopora","41  ",15.39,NA,"",0,"died",NA,4.42664168342934,"2016_2018"
"E2B","5","35","Pocillopora","42  ",47.42,NA,"",0,"died",NA,7.77026506699362,"2016_2018"
"E2B","5","36","Pocillopora","43  ",42.95,NA,"",0,"died",NA,7.3949738638061,"2016_2018"
"E2B","5","37","Acropora","44  ",94.89,"Acropora","33  ",196.01,"survived",1.06565496891137,10.9917105311193,"2016_2018"
"E2B","5","38","Acropora","45  ",21.73,"Acropora","19  ",18.14,"survived",-0.165209387942936,5.25999004819354,"2016_2018"
"E2B","5","39","Pocillopora","46  ",217.45,"Pocillopora","18  ",367.81,"survived",0.691469303288112,16.6392890173427,"2016_2018"
"E2B","5","40","Pocillopora","47  ",104.77,"Pocillopora","20  ",179.18,"survived",0.71022239190608,11.5497751970289,"2016_2018"
"E2B","5","41","Pocillopora","48  ",125.77,"Pocillopora","31  ",230,"survived",0.82873499244653,12.6544591959254,"2016_2018"
"E2B","5","42","Pocillopora","49  ",35.53,NA,"",0,"died",NA,6.72593495541254,"2016_2018"
"E2B","5","43","Pocillopora","50  ",24.44,NA,"",0,"died",NA,5.57834872281461,"2016_2018"
"E2B","5","44","Pocillopora","51  ",43.49,"Pocillopora","27  ",27.26,"survived",-0.373189238905495,7.44131626800879,"2016_2018"
"E2B","5","45","Pocillopora","52  ",52.71,"Pocillopora","29  ",81.21,"survived",0.54069436539556,8.19221925994357,"2016_2018"
"E2B","5","46","Pocillopora","53  ",12.03,NA,"",0,"died",NA,3.91370307038794,"2016_2018"
"E2B","5","47","Pocillopora","54  ",116.36,"Pocillopora","40  ",179.62,"survived",0.543657614300447,12.1718590784392,"2016_2018"
"E2B","5","48","Pocillopora","55  ",10.93,"Pocillopora","35  ",27.35,"survived",1.50228728270814,3.73048364477789,"2016_2018"
"E2B","5","49","Acropora","56  ",78.29,"Acropora","32  ",183.45,"survived",1.34321113807638,9.98408353116679,"2016_2018"
"E2B","5","50","Acropora","57  ",17.72,"Acropora","39  ",11.28,"survived",-0.363431151241535,4.74992681340535,"2016_2018"
"E2B","5","51","Pocillopora","58  ",16.68,NA,"",0,"died",NA,4.6084309267019,"2016_2018"
"E2B","5","52","Pocillopora","59  ",7.17,NA,"",0,"died",NA,3.02144461073691,"2016_2018"
"E2B","5","53","Pocillopora","60  ",55.82,"Pocillopora","21  ",85.01,"survived",0.522930849158008,8.43043482787909,"2016_2018"
"E2B","5","54","Pocillopora","61  ",15.32,NA,"",0,"died",NA,4.41656312366785,"2016_2018"
"E2B","5","55","Pocillopora","62  ",60.94,"Pocillopora","26  ",103.92,"survived",0.705283885789301,8.80858773335208,"2016_2018"
"E2B","5","56","Pocillopora","63  ",38.84,"Pocillopora","24  ",80.21,"survived",1.06513903192585,7.03225596217272,"2016_2018"
"E2B","5","57","Pocillopora","64  ",216.84,"Pocillopora","25  ",366.9,"survived",0.692030990592142,16.6159340056577,"2016_2018"
"E2B","5","58","Pocillopora","65  ",146.08,"Pocillopora","23  ",141.61,"survived",-0.0305996714129244,13.6379922530742,"2016_2018"
"E2B","5","59","Pocillopora","66  ",37.15,"Pocillopora","0  ",59.7,"survived",0.60699865410498,6.87756127467515,"2016_2018"
"E2B","6","0","Pocillopora","0  ",41.08,"Pocillopora","1  ",105.01,"survived",1.5562317429406,7.23219748746676,"2016_2018"
"E2B","6","1","Pocillopora","1  ",82.25,"Pocillopora","24  ",177.78,"survived",1.16145896656535,10.2334721651289,"2016_2018"
"E2B","6","2","Acropora","2  ",4.71,"Acropora","27  ",32.8,"survived",5.96390658174098,2.44886877061688,"2016_2018"
"E2B","6","3","Pocillopora","4  ",408.86,"Pocillopora","4  ",1008.87,"survived",1.46751944430857,22.8161504259684,"2016_2018"
"E2B","6","4","Pocillopora","5  ",76.33,"Pocillopora","3  ",173.06,"survived",1.26726057906459,9.85831499038426,"2016_2018"
"E2B","6","5","Acropora","6  8  ",59.87,"Acropora","6  ",41.23,"survived",-0.311341239351929,8.73091355719974,"2016_2018"
"E2B","6","6","Acropora","7  ",22.65,"Acropora","5  ",21.68,"survived",-0.0428256070640176,5.37018395292484,"2016_2018"
"E2B","6","7","Pocillopora","9  ",82.74,"Pocillopora","9  10  ",6.43,"died",-0.92228668116993,10.263909583165,"2016_2018"
"E2B","6","8","Pocillopora","10  11  ",110.48,"Pocillopora","7  ",105.26,"survived",-0.0472483707458363,11.8603332542699,"2016_2018"
"E2B","6","9","Pocillopora","12  ",154.79,"Pocillopora","8  ",278.56,"survived",0.799599457329285,14.0386875857238,"2016_2018"
"E2B","6","10","Pocillopora","13  ",71.68,"Pocillopora","13  ",18.62,"survived",-0.740234375,9.55331411430696,"2016_2018"
"E2B","6","11","Pocillopora","14  ",113.42,"Pocillopora","11  ",210.29,"survived",0.854082172456357,12.017105689968,"2016_2018"
"E2B","6","12","Pocillopora","15  ",32.2,NA,"",0,"died",NA,6.40299253009655,"2016_2018"
"E2B","6","13","Pocillopora","16  ",20.05,NA,"",0,"died",NA,5.05256893787111,"2016_2018"
"E2B","6","14","Pocillopora","17  ",37.13,"Pocillopora","12  ",71.99,"survived",0.938863452733638,6.87570973034905,"2016_2018"
"E2B","6","15","Pocillopora","18  ",221.45,"Pocillopora","22  ",535.77,"survived",1.41937231880786,16.7916317605408,"2016_2018"
"E2B","6","16","Pocillopora","19  ",170.6,"Pocillopora","0  ",413.17,"survived",1.42186400937866,14.7382043116459,"2016_2018"
"E2B","6","17","Pocillopora","20  ",18.62,NA,"",0,"died",NA,4.86905743681143,"2016_2018"
"E2B","6","18","Pocillopora","21  ",7.6,NA,"",0,"died",NA,3.1107266900175,"2016_2018"
"E2B","6","19","Pocillopora","24  ",11.62,"Pocillopora","33  ",53.29,"survived",3.58605851979346,3.84643256925461,"2016_2018"
"E2B","6","20","Pocillopora","25  26  ",20.29,"Pocillopora","32  ",121.84,"survived",5.00492853622474,5.08271879634084,"2016_2018"
"E2B","6","21","Pocillopora","27  ",221.21,"Pocillopora","25  ",265.63,"survived",0.200804665250215,16.7825301933548,"2016_2018"
"E2B","6","22","Pocillopora","28  ",9.44,"Pocillopora","26  ",61.4,"survived",5.50423728813559,3.46689793652769,"2016_2018"
"E2B","6","23","Pocillopora","29  ",123.2,"Pocillopora","19  20  ",284.17,"survived",1.30657467532468,12.5245004655424,"2016_2018"
"E2B","6","24","Pocillopora","30  31  32  ",262.47,"Pocillopora","18  ",587.27,"survived",1.23747475902008,18.280787272616,"2016_2018"
"E2B","6","25","Pocillopora","33  ",18.34,"Pocillopora","17  ",18.45,"survived",0.00599781897491818,4.83230930823379,"2016_2018"
"E2B","6","26","Pocillopora","34  ",91.83,"Pocillopora","14  16  ",64.65,"survived",-0.295981705325057,10.8130285948494,"2016_2018"
"E2B","6","27","Pocillopora","35  ",35.07,"Pocillopora","29  ",59.71,"survived",0.702594810379242,6.6822534248457,"2016_2018"
"E2B","6","28","Pocillopora","36  38  ",62.75,"Pocillopora","28  ",74.39,"survived",0.185498007968127,8.93844401627775,"2016_2018"
"E2B","6","29","Pocillopora","37  ",38.51,"Pocillopora","30  ",21.83,"survived",-0.433134250843937,7.00231782110403,"2016_2018"
"E2B","6","30","Pocillopora","39  ",24.83,NA,"",0,"died",NA,5.622680668131,"2016_2018"
"E2B","6","31","Pocillopora","40  ",94.4,"Pocillopora","31  ",129.05,"survived",0.367055084745763,10.9632938947654,"2016_2018"
"E2B","6","32","Acropora","41  ",10.57,"Acropora","23  ",54.7,"survived",4.17502365184484,3.66853403798447,"2016_2018"
"E2B","7","0","Pocillopora","0  ",250.55,"Pocillopora","3",152.1,"survived",-0.392935541808022,17.8608557447115,"2016_2018"
"E2B","7","1","Pocillopora","1  ",356.61,"Pocillopora","1",477.12,"survived",0.337932194834693,21.3084479502381,"2016_2018"
"E2B","7","2","Pocillopora","2  ",36.03,"Pocillopora","32",27.83,"survived",-0.227588121010269,6.77309536303808,"2016_2018"
"E2B","7","3","Acropora","3  ",136.61,"Acropora","0",279.2,"survived",1.04377424785887,13.1885273706457,"2016_2018"
"E2B","7","4","Pocillopora","4  ",33.36,"Pocillopora","38",18.15,"survived",-0.455935251798561,6.51730551780143,"2016_2018"
"E2B","7","5","Pocillopora","5  ",123.85,"Pocillopora","13",194.53,"survived",0.570690351231328,12.5574964708516,"2016_2018"
"E2B","7","6","Pocillopora","6  ",36.26,"Pocillopora","14",28.35,"survived",-0.218146718146718,6.79467923393717,"2016_2018"
"E2B","7","7","Pocillopora","7  ",59.96,"Pocillopora","16",37.73,"survived",-0.370747164776518,8.73747349651605,"2016_2018"
"E2B","7","8","Pocillopora","8  ",265.2,"Pocillopora","12",532.15,"survived",1.0065987933635,18.3756122962955,"2016_2018"
"E2B","7","9","Pocillopora","9  ",50.69,"Pocillopora","17",19.46,"survived",-0.616097849674492,8.03371100567013,"2016_2018"
"E2B","7","10","Pocillopora","10  ",100.14,NA,NA,0,"died",NA,11.2916875625293,"2016_2018"
"E2B","7","11","Pocillopora","11  ",109.36,NA,NA,0,"died",NA,11.8000625681493,"2016_2018"
"E2B","7","12","Pocillopora","12  ",75.86,"Pocillopora","15",35.29,"survived",-0.534800949116794,9.82791696462732,"2016_2018"
"E2B","7","13","Pocillopora","13  ",25.48,"Pocillopora","18",57.48,"survived",1.25588697017268,5.69580052317951,"2016_2018"
"E2B","7","14","Pocillopora","14  ",16.12,NA,NA,0,"died",NA,4.53041073867821,"2016_2018"
"E2B","7","15","Acropora","15  ",28.46,"Acropora","9",68.97,"survived",1.42340126493324,6.01966755254497,"2016_2018"
"E2B","7","16","Pocillopora","16  ",97.87,"Pocillopora","10",115.45,"survived",0.179626034535608,11.162972464502,"2016_2018"
"E2B","7","17","Pocillopora","17  ",52.12,"Pocillopora","8",60.53,"survived",0.161358403683807,8.14624116213095,"2016_2018"
"E2B","7","18","Pocillopora","18  ",56.37,"Pocillopora","7",124.57,"survived",1.20986340251907,8.47186597726387,"2016_2018"
"E2B","7","19","Pocillopora","19  ",46.33,NA,NA,0,"died",NA,7.68044192137276,"2016_2018"
"E2B","7","20","Pocillopora","20  ",47.13,"Pocillopora","39",102.8,"survived",1.18120093358795,7.74646885641246,"2016_2018"
"E2B","7","21","Pocillopora","21  ",6.58,NA,NA,0,"died",NA,2.89446302521856,"2016_2018"
"E2B","7","22","Pocillopora","22  ",134.81,"Pocillopora","24",256.67,"survived",0.903938876937913,13.1013519541209,"2016_2018"
"E2B","7","23","Pocillopora","23  ",18.16,"Pocillopora","6",29.84,"survived",0.643171806167401,4.80853721337275,"2016_2018"
"E2B","7","24","Pocillopora","24  ",4.12,NA,NA,0,"died",NA,2.29035956223229,"2016_2018"
"E2B","7","25","Pocillopora","25  ",14.23,NA,NA,0,"died",NA,4.25654774689318,"2016_2018"
"E2B","7","26","Pocillopora","26  ",26.71,"Pocillopora","25",62.11,"survived",1.32534631224261,5.83165741791098,"2016_2018"
"E2B","7","27","Pocillopora","27  ",95.77,"Pocillopora","5",302.96,"survived",2.16341234206954,11.0425608985999,"2016_2018"
"E2B","7","28","Pocillopora","28  ",6.47,NA,NA,0,"died",NA,2.87016721715591,"2016_2018"
"E2B","7","29","Pocillopora","29  ",5.78,NA,NA,0,"died",NA,2.71280750672974,"2016_2018"
"E2B","7","30","Pocillopora","30  ",92.61,"Pocillopora","4",32.42,"survived",-0.649929813195119,10.8588541862355,"2016_2018"
"E2B","7","31","Pocillopora","31  32  ",29.2,"Pocillopora","31",77.01,"survived",1.63732876712329,6.09742525220824,"2016_2018"
"E2B","7","32","Pocillopora","33  ",94.67,"Pocillopora","27",207.32,"survived",1.18992289003908,10.9789611393828,"2016_2018"
"E2B","7","33","Pocillopora","34  ",11.37,NA,NA,0,"died",NA,3.80483030155601,"2016_2018"
"E2B","7","34","Pocillopora","35  ",64.15,"Pocillopora","26",103.4,"survived",0.611847233047545,9.03760570033683,"2016_2018"
"E2B","7","35","Pocillopora","36  ",40.87,"Pocillopora","28",116.99,"survived",1.8624908245657,7.21368839036773,"2016_2018"
"E2B","7","36","Acropora","37  ",41.12,NA,NA,0,"died",NA,7.23571766167737,"2016_2018"
"E2B","7","37","Pocillopora","39  ",33.84,"Pocillopora","21",43.64,"survived",0.289598108747045,6.56402515182856,"2016_2018"
"E2B","7","38","Pocillopora","41  40  ",82.06,"Pocillopora","20",190.36,"survived",1.31976602485986,10.2216455153252,"2016_2018"
"E2B","7","39","Pocillopora","42  ",45.6,"Pocillopora","22",81.99,"survived",0.798026315789473,7.61969311979974,"2016_2018"
"E2B","7","40","Pocillopora","43  ",58.73,"Pocillopora","23",84.03,"survived",0.430784948067427,8.64739026887859,"2016_2018"
"E2B","7","41","Acropora","44  ",37.36,"Acropora","35",38.05,"survived",0.0184689507494646,6.89697248010355,"2016_2018"
"E2B","7","42","Acropora","45  ",13.26,"Acropora","33",14.43,"survived",0.088235294117647,4.10891182226977,"2016_2018"
"E2B","7","43","Acropora","46  ",10.78,"Acropora","11",50.13,"survived",3.65027829313544,3.70479719988086,"2016_2018"
"E2B","8","0","Pocillopora","0  ",96.74,"Pocillopora","0  ",192.85,"survived",0.993487698986975,11.0983419283098,"2016_2018"
"E2B","8","1","Pocillopora","1  ",5.85,NA,"",0,"died",NA,2.72918510488034,"2016_2018"
"E2B","8","2","Pocillopora","2  3  ",63.35,"Pocillopora","1  ",83.69,"survived",0.321073401736385,8.9810759466209,"2016_2018"
"E2B","8","3","Pocillopora","4  ",4.49,NA,"",0,"died",NA,2.3909925879979,"2016_2018"
"E2B","8","4","Pocillopora","5  ",123.95,"Pocillopora","4  ",224.64,"survived",0.812343686970552,12.5625650871915,"2016_2018"
"E2B","8","5","Pocillopora","6  ",104.38,NA,"",0,"died",NA,11.5282584842402,"2016_2018"
"E2B","8","6","Acropora","8  ",33.83,"Acropora","5  ",230.24,"survived",5.80579367425362,6.5630552182951,"2016_2018"
"E2B","8","7","Pocillopora","9  ",55.84,"Pocillopora","6  ",108.14,"survived",0.93660458452722,8.43194498191322,"2016_2018"
"E2B","8","8","Pocillopora","10  ",93.67,"Pocillopora","8  ",117.3,"survived",0.252268602540835,10.9208217710639,"2016_2018"
"E2B","8","9","Pocillopora","11  14  ",41.36,"Pocillopora","7  ",141.65,"survived",2.42480657640232,7.25680284769032,"2016_2018"
"E2B","8","10","Pocillopora","15  ",144.28,"Pocillopora","3  ",323.81,"survived",1.24431660659828,13.5537080356037,"2016_2018"
